id,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,Altitude
69,Arabica,Rae,Vietnam,Future Farm,03,Future Farm,,Karmic Circle Coffee,Lam Dong Provine,Toi Nguyen,2,1 kg,Specialty Coffee Association,2021,"June 21st, 2021",Rae,Catimor,Washed / Wet,7.58,7.75,7.58,7.58,7.83,8.0,10.0,10.0,10.0,8.0,84.33,8.9 %,0 full defects,0,Green,1 full defects,"June 21st, 2022",Specialty Coffee Association,"505 Technology Drive, Suite 340 Santa Ana, CA 92701",Jessica Rodriguez - 562-999-3164,1400
70,Arabica,SHU YI FAN 范書易,Taiwan,仙井咖啡莊園Xianjing Coffee Estate,GN07,仙井咖啡莊園Xianjing Coffee Estate,,Taiwan Coffee Laboratory,"嘉義縣番路鄉 Fanlu Township, Chiayi County",范書易 ShuYi Fan,1,14 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022",SHU YI FAN 范書易,Gesha,Natural / Dry,8.0,8.0,7.58,7.83,7.5,7.58,10.0,10.0,10.0,7.75,84.25,11.8 %,0 full defects,0,Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1100
71,Arabica,Masha Coffee,Uganda,Masha Coffee Farm,14,Bugisu Cooperative Union,,Masha Quality Holdings (U) ltd,Eastern,Masha Quality Holdings Uganda Limited,5,60 kg,Uganda Coffee Development Authority,2020,"June 11th, 2021",Masha Coffee,SL14,Pulped natural / honey,7.92,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,11 %,0 full defects,0,Green,3 full defects,"June 11th, 2022",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-75-753120312,"2,100-2,400"
72,Arabica,Compañia Hondureña del Cafe S.A de c.v.,Honduras,Cerro Negro,4123,SECO,13-108-1382,Compañia Hondureña del Café S.A. de C.V.,"Zona de Santa Marta, municipio de San Marcos, departamento de Ocotepeque, Honduras",Feliciano Rivera,250,69 kg,Instituto Hondureño del Café,2021,"August 25th, 2021",Compañia Hondureña del Cafe S.A de c.v.,Catimor,Washed / Wet,7.92,7.75,7.67,7.75,7.75,7.67,10.0,10.0,10.0,7.75,84.25,11.2 %,0 full defects,1,Green,5 full defects,"August 25th, 2022",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,1400
73,Arabica,Arnoldo Leiva,Costa Rica,CoopeLibertad RL,P-3768,Beneficio Libertad,,The Coffee Source LLC,Central Valley,CoopeLibertad RL,275,69 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,"January 12th, 2022",Arnoldo Leiva,Catuai,Washed / Wet,7.83,7.67,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.75,84.17,9.5 %,0 full defects,1,Green,1 full defects,"January 12th, 2023",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,1400
74,Arabica,Angelica Paola Citan Lopez,Guatemala,VARIAS FINCAS,11/15/115,VARIOS BENEFICIOS,11/15/115,"PETER SCHOENFELD, S. A.",HUEHUETENANGO,VARIOS PRODUCTORES,250,69 kg,Asociacion Nacional Del Café,2021,"May 27th, 2021",Angelica Paola Citan Lopez,Caturra,Washed / Wet,7.67,7.92,7.67,7.67,7.75,7.67,10.0,10.0,10.0,7.83,84.17,10.6 %,0 full defects,2,Green,2 full defects,"May 27th, 2022",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1600
75,Arabica,Titan Roasters Ltd.,Uganda,kapchorwa,2021/103,Gumutindo Coffee Co-operative,,Titan Roasters Ltd.,Eastern,Rakon Coffee Farmers Group,161,60 kg,Uganda Coffee Development Authority,2021,"December 14th, 2021",Titan Roasters Ltd.,Bourbon,Washed / Wet,7.83,7.75,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,84.08,11.5 %,0 full defects,0,Green,1 full defects,"December 14th, 2022",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-75-753120312,1800
76,Arabica,Angelica Paola Citan Lopez,Guatemala,san francisco cotzal,11/441/49,"inmobiliaria e inversiones dos mil, s.a.",11/441/49,"inmobiliaria e inversiones dos mil, s.a.",quiche,san francisco cotzal,275,69 kg,Asociacion Nacional Del Café,2021 / 2022,"May 19th, 2022",Angelica Paola Citan Lopez,Caturra,Washed / Wet,7.58,7.92,7.58,7.83,7.75,7.67,10.0,10.0,10.0,7.75,84.08,11 %,0 full defects,3,Green,2 full defects,"May 19th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1600
77,Arabica,rodrigo amaya,Colombia,EL PRADO,3-59-2136,NEIVA,3-59-2136,carcafe ltda,HUILA,FRANKLIN DUSSAN,150,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2021,"June 8th, 2021",rodrigo amaya,Caturra,Washed / Wet,7.83,7.75,7.5,7.83,7.75,7.67,10.0,10.0,10.0,7.75,84.08,11.6 %,0 full defects,0,Green,2 full defects,"June 8th, 2022",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Emilio J Bonnet - 3186238650,1650
78,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,東山高峰咖啡園（Dong Shan Gao Fong Coffee Garden ),2021 臺南市精品咖啡評鑑批次,東山高峰咖啡園（Dong Shan Gao Fong Coffee Garden ),,Taiwan Coffee Laboratory 台灣咖啡研究室,"Dongshan Dist.,Tainan City",陳得 （Chen De),1,20 kg,Alliance for Coffee Excellence,2020,"June 7th, 2021","Lin, Che-Hao Krude 林哲豪",Gesha,Washed / Wet,7.75,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.92,84.08,11.2 %,0 full defects,2,Green,2 full defects,"June 7th, 2022",Alliance for Coffee Excellence,"2250 NW 22nd Ave, Ste. 612 Portland, OR 97210",Alex Pond -,650-700
79,Arabica,Evans Ochieng Ogemba,Kenya,Various farms,3257609,Thika Coffee Mills,,Swift Thirty-Six Enterprises Limited,Kenya,Various Co-operatives,245,60 kg,Kenya Coffee Traders Association,2021 / 2022,"March 25th, 2022",Evans Ochieng Ogemba,SL28,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,84.08,9.2 %,8 full defects,0,Greenish,6 full defects,"March 25th, 2023",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,1790
80,Arabica,Angelica Paola Citan Lopez,Guatemala,VARIAS FINCAS,11/15/135,LINEA GOURMET,11/15/135,"PETER SCHOENFELD, S. A.",SIERRA DE LAS MINAS,VARIOS PRODUCTORES,250,69 kg,Asociacion Nacional Del Café,2020,"May 27th, 2021",Angelica Paola Citan Lopez,Caturra,Washed / Wet,7.58,7.92,7.67,7.75,7.83,7.58,10.0,10.0,10.0,7.75,84.08,10.6 %,0 full defects,2,Green,3 full defects,"May 27th, 2022",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1600
81,Arabica,Angelica Paola Citan Lopez,Guatemala,SAN FRANCISCO COTZAL,11/441/44,"INMOBILIARIA E INVERSIONES DOS MIL, S. A.",11/441/44,"INMOBILIARIA E INVERSIONES DOS MIL, S. A.",QUICHE,SAN FRANCISCO COTZAL,275,69 kg,Asociacion Nacional Del Café,2021 / 2022,"February 22nd, 2022",Angelica Paola Citan Lopez,Caturra,Washed / Wet,7.58,7.92,7.67,7.75,7.75,7.67,10.0,10.0,10.0,7.75,84.08,11 %,0 full defects,1,Green,4 full defects,"February 22nd, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1600
82,Arabica,ROGERS WASIBI,Uganda,FULUMA HILL- Farm named Because this coffee is grown on Beautiful Volcanic Hill with wonderful cave,2- FULUMA HILL- (Hill Cave Coffee ),Mbale Importers And Exporters,,Mount Elgon Coffee And Honey Co-Operative LTD,Manafwa Origin,Mount Elgon Coffee And Honey Co-Op,160,60 kg,Coffee Laboratory LTD,2021 / 2022,"May 10th, 2022",ROGERS WASIBI,SL14,Washed / Wet,7.33,7.83,7.5,7.83,7.92,7.75,10.0,10.0,10.0,7.92,84.08,11.3 %,0 full defects,4,Green,3 full defects,"May 10th, 2023",Coffee Laboratory LTD,"93 Lower Baggot Street, Dublin 2, D02Y588, Republic of Ireland",Alin Giriada - 00353863380937,1610
83,Arabica,Gilbert Maina,"Tanzania, United Republic Of",BURKA ESTATE,CN 412720029/K29766,GOURMET COFFEE MILL,033/0010/161,DORMAN (T) LTD,ARUSHA,BURKA ESTATE,640,30 kg,Kenya Coffee Traders Association,2021 / 2022,"March 11th, 2022",Gilbert Maina,Catimor,Washed / Wet,8.0,7.67,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,84.0,11 %,0 full defects,0,Green,3 full defects,"March 11th, 2023",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,1350-1500
84,Arabica,YAMAOKA KIYOTAKA,Vietnam,Langbiang Coffee Village,Hydro Honey Process,Langbiang Coffee Village,,Babros Coffee Works,LAM DONG,Mr. Yamaoka Kiyotaka,5,60 kg,Stone Village Lab & Institute Of Quality,2021,"September 7th, 2021",YAMAOKA KIYOTAKA,Catimor,,7.58,7.67,7.5,7.92,7.75,7.83,10.0,10.0,10.0,7.75,84.0,10.2 %,0 full defects,0,Green,2 full defects,"September 7th, 2022",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,1600-1629
85,Arabica,Angelica Paola Citan Lopez,Guatemala,FINCA LOS CONEJOS,11/52480/116,,11/52480/116,"COYOTE SPECIALTY COFFEE, S. A.",SANTA ROSA,JULIO ORDOÑEZ,78,69 kg,Asociacion Nacional Del Café,2021,"September 24th, 2021",Angelica Paola Citan Lopez,Other,Natural / Dry,7.67,8.0,7.58,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.0,10.8 %,0 full defects,3,YELLOW-GREEN,5 full defects,"September 24th, 2022",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1400
86,Arabica,Tzu Yi Lin 林姿儀,Taiwan,一品咖啡園Yi Pin Coffee Estate,220106,一品咖啡園Yi Pin Coffee Estate,,Taiwan Coffee Laboratory,"嘉義縣中埔鄉 Zhongpu Township, Chiayi County","林姿儀 Lin, Tzu-Yi",1,14 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022",Tzu Yi Lin 林姿儀,SL34,Natural / Dry,7.92,7.75,7.75,7.75,7.58,7.58,10.0,10.0,10.0,7.67,84.0,10.4 %,0 full defects,0,Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1000
87,Arabica,Ye Cheng Jiun,Taiwan,青葉咖啡Chingye Coffee,120223,青葉咖啡Chingye Coffee,,Taiwan Coffee Laboratory,"嘉義縣梅山鄉 Meishan Township, Chiayi County","葉世遠 Yeh, Shin-Yuan",1,65 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022",Ye Cheng Jiun,SL34,Natural / Dry,7.92,7.83,7.67,7.75,7.83,7.5,10.0,10.0,10.0,7.5,84.0,10.6 %,0 full defects,0,Green,1 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1000
88,Arabica,Volcafe Peru,Peru,Volcafe Peru,1,Volcafe Lima,841,Volcafe Peru,Volcafe Peru Huabal,Volcafe Peru,250,69 kg,Specialty Coffee Association of Costa Rica,2021,"October 1st, 2021",Volcafe Peru,Caturra,Washed / Wet,7.58,7.67,7.67,7.75,7.75,7.67,10.0,10.0,10.0,7.83,83.92,10.5 %,0 full defects,1,Blue-Green,0 full defects,"October 1st, 2022",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,above 1300
89,Arabica,Angelica Paola Citan Lopez,Guatemala,SAN RAFAEL URIAS VALDES,AMNI-22-0905,"BENEFICIO SANTA RITA, S. A.",11/54876/01,Asociación Nacional del Cafe,ANTIGUA GUATEMALA,"VALBROS, S. A.",635,30 kg,Asociacion Nacional Del Café,2021 / 2022,"May 19th, 2022",Angelica Paola Citan Lopez,Bourbon,Washed / Wet,7.58,7.92,7.5,7.67,7.75,7.67,10.0,10.0,10.0,7.75,83.83,10.9 %,0 full defects,1,GREENISH,4 full defects,"May 19th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,4895 A 5650
90,Arabica,Angelica Paola Citan Lopez,Guatemala,FINCA ALTA LUZ,11/63/908,,11/63/908,"RETRILLAS DEL PACIFICO, S. A.",HUEHUETENANGO,MARIA DE LOS ANGELES PEREZ,600,30 kg,Asociacion Nacional Del Café,2021 / 2022,"May 13th, 2022",Angelica Paola Citan Lopez,"BOURBON, CATURRA Y CATIMOR",Natural / Dry,7.58,7.83,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.83,10.8 %,0 full defects,0,Green,4 full defects,"May 13th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1400
91,Arabica,Angelica Paola Citan Lopez,Guatemala,VARIAS FINCAS,2022.65.1,VARIOS BENEFICIOS,11/15/97,Asociación Nacional del Cafe,HUEHUETENANGO,VARIOS PRODUCTORES,600,30 kg,Asociacion Nacional Del Café,2021 / 2022,"May 4th, 2022",Angelica Paola Citan Lopez,Caturra,Washed / Wet,7.58,7.83,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.83,10.3 %,0 full defects,0,Green,1 full defects,"May 4th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1600
92,Arabica,Chen Ho-Te 陳合德,Taiwan,琥珀社咖啡莊園 Amber Coffee Estate,L13A0102,琥珀社咖啡莊園 Amber Coffee Estate,,Taiwan Coffee Laboratory,"嘉義縣梅山鄉 Meishan Township, Chiayi County","陳合德 Chen, Ho-Te",1,68 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022",Chen Ho-Te 陳合德,SL34,Natural / Dry,7.75,7.67,7.58,7.83,7.67,7.67,10.0,10.0,10.0,7.67,83.83,9.6 %,0 full defects,0,Blue-Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1025
93,Arabica,Alexis Rodriguez,Myanmar,near Ywangan,NHOL-2028/21,,,Nestle Nespresso SA,Shan State,Atlas Coffee Importers,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"July 23rd, 2021",Alexis Rodriguez,Catuai,Natural / Dry,7.75,7.75,7.58,7.92,7.42,7.75,10.0,10.0,10.0,7.67,83.83,11.3 %,0 full defects,2,yellow-green,0 full defects,"July 23rd, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,1300
94,Arabica,Titan Roasters Ltd.,Uganda,Bulago,2021/91,Gumutindo Coffee Co-operative,,Titan Roasters Ltd.,Eastern,Woniala Farm,46,60 kg,Uganda Coffee Development Authority,2020,"June 23rd, 2021",Titan Roasters Ltd.,Bourbon,Washed / Wet,7.92,7.75,7.75,7.42,7.42,7.75,10.0,10.0,10.0,7.75,83.75,11 %,3 full defects,2,Green,7 full defects,"June 23rd, 2022",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-75-753120312,1800
95,Arabica,Gilbert Maina,"Tanzania, United Republic Of",KONGONI,AA KONGONI,GOURMET COFFEE MILL,033/DE/093/001,Dorman (T) ltd,KARATU,DORMAN,160,9600 kg,Kenya Coffee Traders Association,2021 / 2022,"December 17th, 2021",Gilbert Maina,K7,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.75,10.0,10.0,10.0,7.58,83.75,10.4 %,0 full defects,0,greenish,1 full defects,"December 17th, 2022",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,1600-1700
96,Arabica,Laura Hernandez,Mexico,,MS_21_0520,Agroindustrias Unidas de México S.A. de C.V.,TBA,AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,"VERACRUZ, MEXICO",FINQUEROS COATEPEC,275,69 kg,Centro Agroecológico del Café A.C.,2020,"July 6th, 2021",Laura Hernandez,,Washed / Wet,7.75,7.83,7.42,7.75,7.67,7.5,10.0,10.0,10.0,7.83,83.75,11.4 %,0 full defects,1,Green,0 full defects,"July 6th, 2022",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,1150
97,Arabica,SAJONIA ESTATE COFFEE S.A.,Nicaragua,Jinotega,017/411/093,Sajonia Estate Coffee S.A.,017/411/093,SAJONIA ESTATE COFFEE S.A.,Jinotega,Sajonia Estate Coffee S.A.,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2021,"June 9th, 2021",SAJONIA ESTATE COFFEE S.A.,Caturra,Washed / Wet,7.58,7.92,7.33,7.67,7.92,7.67,10.0,10.0,10.0,7.58,83.67,11.9 %,0 full defects,0,Green,5 full defects,"June 9th, 2022",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,1200
98,Arabica,ROGERS WASIBI,Uganda,Bushimwemwe Firefly,3-Bushimwemwe Firefly Cofffee,Mbale Importers And Exporters,,Mount Elgon Coffee And Honey Co-Operative LTD,Bududa Origin,Mount Elgon Coffee And Honey Co-Op,320,60 kg,Coffee Laboratory LTD,2021 / 2022,"May 10th, 2022",ROGERS WASIBI,SL14,Washed / Wet,7.67,7.92,7.58,7.83,7.42,7.58,10.0,10.0,10.0,7.67,83.67,13.1 %,0 full defects,0,Green,0 full defects,"May 10th, 2023",Coffee Laboratory LTD,"93 Lower Baggot Street, Dublin 2, D02Y588, Republic of Ireland",Alin Giriada - 00353863380937,1920-2300
99,Arabica,Compañia Hondureña del Cafe S.A de c.v.,Honduras,Cerro Negro,4124,SECO,13-108-1383,Compañia Hondureña del Café S.A. de C.V.,"Zona de Santa Marta, municipio de San Marcos, departamento de Ocotepeque, Honduras",Feliciano Rivera,250,69 kg,Instituto Hondureño del Café,2021,"August 25th, 2021",Compañia Hondureña del Cafe S.A de c.v.,Catimor,Washed / Wet,7.83,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.67,11.2 %,0 full defects,0,Green,2 full defects,"August 25th, 2022",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,1400
100,Arabica,"Fang, Cheng Lun 方政倫",Taiwan,鄒築園Zou Zhou Yuan,2022035,鄒築園Zou Zhou Yuan,,Taiwan Coffee Laboratory,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","方政倫 Fang, Cheng-Lun",1,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022","Fang, Cheng Lun 方政倫",Typica,Natural / Dry,7.75,7.67,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.67,83.67,12.8 %,0 full defects,0,Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1300
101,Arabica,Gilbert Maina,"Tanzania, United Republic Of",KILIMANJARO FARM,AA KILIMANJARO,TANGANYIKA COFFEE MILL,033/0010/032,DORMAN,KILIMANJARO,DORMAN,150,9000 kg,Kenya Coffee Traders Association,2021 / 2022,"December 17th, 2021",Gilbert Maina,Gesha,Washed / Wet,7.5,7.5,7.42,7.83,7.83,7.75,10.0,10.0,10.0,7.83,83.67,10.2 %,0 full defects,0,Greenish,4 full defects,"December 17th, 2022",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,1700-1800
102,Arabica,Angelica Paola Citan Lopez,Guatemala,SAN FRANCISCO COTZAL,P-4142,"INMOBILIARIA E INVERSIONES DOS MIL, S. A.",11/441/50,Asociación Nacional del Cafe,QUICHE,SAN FRANCISCO COTZAL,275,69 kg,Asociacion Nacional Del Café,2021 / 2022,"May 19th, 2022",Angelica Paola Citan Lopez,Caturra,Washed / Wet,7.58,7.83,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.75,83.58,10.9 %,0 full defects,2,Green,4 full defects,"May 19th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1600
103,Arabica,"WU, YI-ZHEN 吳懿真",Taiwan,森悅高峰咖啡莊園Sen Yue High Pk.,11111,森悅高峰咖啡莊園Sen Yue High Pk.,,Taiwan Coffee Laboratory,"南投縣仁愛鄉 Ren'ai Township, Nantou County","吳振宏 Wu, Chen Hung",1,50 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022","WU, YI-ZHEN 吳懿真",SL34,Pulped natural / honey,7.42,7.83,7.67,7.75,7.67,7.58,10.0,10.0,10.0,7.67,83.58,10.9 %,0 full defects,0,Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1400
104,Arabica,GILBERTO GOMEZ RONZON,Mexico,PLUMA HIDALGO,016-2823-019,DRY MILL,,COSECHA BIENESTAR SAPI CV,PLUMA,COSECHA BIENESTAR SAPI CV,275,69 kg,Centro Agroecológico del Café A.C.,2021 / 2022,"May 4th, 2022",GILBERTO GOMEZ RONZON,Typica,Natural / Dry,7.67,7.75,7.58,7.75,7.5,7.58,10.0,10.0,10.0,7.75,83.58,12.5 %,0 full defects,0,Green,0 full defects,"May 4th, 2023",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,1300
105,Arabica,Volcafe Japan,"Tanzania, United Republic Of",HEYZA,033/0004/0185,Mbozi Coffee Curing,033/0004/0185,"Volcafe Limited, Japan",Mbozi,HEYZA,250,60 kg,Japan Coffee Exchange,2017 / 2018,"January 28th, 2022",Volcafe Japan,Bourbon,Washed / Wet,7.58,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.67,83.58,11.8 %,0 full defects,1,Greenish,12 full defects,"January 28th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1420
106,Arabica,Lydiah Mwangi,Kenya AB TOP Queen Aaliyah,Kofinaff/kirimara,CN 4124220091,CENTRAL KENYA MILL. KOFFINAF MILL,37/00045/0091,C. Dorman sez Ltd,CENTRAL,"KOFFINAF,CKCM",320,30 kg,Kenya Coffee Traders Association,2022,"January 25th, 2022",Lydiah Mwangi,SL34,Washed / Wet,7.75,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.58,10.4 %,0 full defects,0,Green,1 full defects,"January 25th, 2023",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,1670
107,Arabica,Angelica Paola Citan Lopez,Guatemala,SAN FRANCISCO COTZAL,3765,BENEFICIO 2000,PENDIENTE,"INMOBILIARIA E INVERSIONES DOS MIL, S. A.",QUICHÉ,SAN FRANCISCO COTZAL,275,69 kg,Asociacion Nacional Del Café,2021 / 2022,"January 18th, 2022",Angelica Paola Citan Lopez,Catuai,Washed / Wet,7.58,7.83,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.75,83.58,10.7 %,0 full defects,3,Green,1 full defects,"January 18th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1500
108,Arabica,Laura Hernandez,Mexico,CABONOCH,MS_21_0519,Agroindustrias Unidas de México S.A. de C.V.,TBA,AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,"Chiapas, México",CABONOCH,275,69 kg,Centro Agroecológico del Café A.C.,2020,"July 6th, 2021",Laura Hernandez,,Washed / Wet,7.67,7.92,7.42,7.67,7.67,7.5,10.0,10.0,10.0,7.75,83.58,11.2 %,0 full defects,0,Green,1 full defects,"July 6th, 2022",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,1200
